,time,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22
272,272,23.751,14.742,12.558,27.027,25.662,10.647,24.297,12.012,14.742,21.84,13.377,26.481,7.371,10.374,24.57,22.932000000000002,0.273,20.202,11.466000000000001,20.475,13.377
273,273,6.0280000000000005,10.686,6.3020000000000005,1.6440000000000001,3.2880000000000003,16.166,9.864,13.152000000000001,4.384,14.796000000000001,20.55,22.194,14.248000000000001,10.96,3.8360000000000003,5.206,12.056000000000001,15.07,4.384,4.11,22.742
274,274,26.125,13.75,11.0,19.525000000000002,13.475,1.925,16.225,16.5,3.3000000000000003,19.8,23.1,26.400000000000002,18.150000000000002,18.425,20.900000000000002,7.15,0.275,6.6000000000000005,25.575,23.650000000000002,12.65
275,275,16.836000000000002,0.276,12.144,14.352,2.208,9.66,22.356,22.080000000000002,3.864,22.356,8.556000000000001,11.040000000000001,18.492,12.42,5.5200000000000005,15.18,27.6,0.552,5.796,27.048000000000002,2.208
276,276,3.3240000000000003,11.357000000000001,9.695,7.202,8.587,13.573,12.742,12.465,24.376,18.836000000000002,12.465,8.033,19.39,16.897000000000002,18.559,8.587,13.019,14.404,18.559,9.972,19.113
277,277,15.290000000000001,3.0580000000000003,18.07,16.68,10.008000000000001,1.3900000000000001,26.41,10.286,15.290000000000001,23.63,19.738,12.788,3.336,1.668,3.336,5.282,14.178,13.066,27.244,21.406,16.958000000000002
278,278,17.019000000000002,6.696,25.947,9.765,2.79,27.900000000000002,2.79,23.436,3.6270000000000002,7.812,15.066,9.486,20.925,20.088,9.486,7.2540000000000004,1.116,21.762,17.298000000000002,15.066,20.367
279,279,1.96,7.84,3.64,3.08,15.68,7.5600000000000005,24.64,0.56,14.84,6.16,11.76,15.96,19.32,24.64,9.24,20.72,2.24,23.8,8.68,27.16,9.52
280,280,8.992,12.926,3.372,16.579,16.579,19.67,28.381,12.083,26.695,22.199,9.273,2.81,17.141000000000002,16.579,20.794,25.571,0.562,27.257,21.918,7.025,3.934
281,281,22.278,22.842,11.844,3.102,17.202,9.306000000000001,13.254,4.5120000000000005,6.768,24.534,4.7940000000000005,20.868000000000002,12.126,12.408,25.944,23.688,24.534,26.226,6.768,7.05,10.152000000000001
282,282,14.15,0.5660000000000001,14.433,10.471,13.018,13.867,1.415,12.169,22.357,23.772000000000002,4.5280000000000005,23.489,22.357,5.66,8.773,12.452,3.113,0.849,0.5660000000000001,16.414,16.414
283,283,21.3,27.264,13.348,10.792,22.72,26.98,19.596,0.5680000000000001,27.264,5.112,20.732,8.52,24.14,25.560000000000002,16.188,20.448,25.560000000000002,18.176000000000002,19.88,17.04,17.608
284,284,28.5,6.555,18.81,18.240000000000002,7.98,5.985,4.275,5.13,25.650000000000002,4.845,21.375,14.82,6.555,1.1400000000000001,15.675,15.96,13.395,21.66,13.965,27.075,5.7
285,285,25.740000000000002,26.026,12.870000000000001,5.148,18.59,12.012,21.164,14.586,12.298,16.016000000000002,15.73,14.586,6.578,25.454,13.442,24.882,24.882,20.306,0.858,1.43,27.742
286,286,17.507,6.314,8.61,21.812,23.247,2.2960000000000003,13.776,20.664,8.897,27.265,15.498000000000001,26.691,26.404,15.498000000000001,11.193,5.453,7.175,21.812,10.332,5.453,18.081
287,287,9.504,27.36,16.416,28.512,27.936,6.336,0.28800000000000003,12.96,12.672,8.928,14.4,8.928,11.808,6.6240000000000006,12.96,0.5760000000000001,23.328,18.144000000000002,11.808,4.896,8.352
288,288,2.601,7.803,6.647,12.716000000000001,22.542,1.734,12.138,26.588,3.1790000000000003,11.271,28.900000000000002,13.005,12.427,6.3580000000000005,18.496,15.317,2.89,25.432000000000002,17.34,3.468,21.386
289,289,15.950000000000001,2.0300000000000002,12.76,15.66,13.92,18.27,2.32,21.75,25.810000000000002,12.47,24.07,21.75,10.73,3.77,13.05,28.42,1.45,0.58,13.63,15.950000000000001,4.0600000000000005
290,290,25.026,0.873,11.931000000000001,11.058,28.809,8.148,20.079,4.365,4.365,2.619,13.386000000000001,7.275,17.169,23.571,13.968,3.783,3.783,26.772000000000002,29.1,25.026,23.862000000000002
291,291,8.468,16.644000000000002,16.06,8.176,4.38,15.476,14.016,23.652,7.3,24.236,18.98,28.908,14.892,28.908,16.06,27.156,10.804,15.184000000000001,14.308,14.892,2.92
292,292,7.618,1.758,24.905,26.077,17.873,28.421,11.427,16.115000000000002,20.803,13.478,4.3950000000000005,4.981,17.873,4.688,28.421,13.478,27.249000000000002,8.497,1.465,27.835,10.841000000000001
293,293,28.812,15.876,19.404,22.05,9.702,7.938,15.582,15.876,17.052,18.522000000000002,29.694,11.76,4.704,29.400000000000002,9.408,10.584,27.93,15.582,20.874,25.578,13.524000000000001
294,294,18.585,16.815,19.47,4.425,23.305,20.945,12.095,10.03,7.965,21.240000000000002,23.6,19.175,28.615000000000002,17.995,0.885,15.34,19.765,11.21,10.03,11.505,14.75
295,295,1.48,27.528000000000002,4.44,25.752,1.184,3.552,22.792,26.344,15.392,26.344,10.656,28.12,27.528000000000002,16.576,11.544,23.088,26.64,13.32,15.096,12.728,3.552
296,296,6.237,27.027,19.602,27.918,0.594,2.97,7.722,3.861,14.553,8.019,11.583,27.027,5.049,0.297,2.97,16.929000000000002,6.534,26.73,29.403000000000002,27.621000000000002,5.94
297,297,14.602,28.310000000000002,6.854,21.754,7.748,6.854,28.310000000000002,27.714000000000002,15.794,2.384,23.542,5.364,15.496,25.032,8.344,28.310000000000002,16.092,19.072,11.324,13.41,0.298
298,298,14.950000000000001,8.073,13.754,25.116,23.322,26.611,24.817,3.588,8.671,26.312,16.744,15.249,8.372,0.897,20.631,20.332,3.588,17.641000000000002,22.425,12.558,30.199
299,299,21.6,1.5,16.5,10.8,22.8,0.9,10.5,27.6,0.9,17.1,1.2,11.4,10.8,28.8,18.3,19.5,17.7,12.0,29.7,27.900000000000002,10.200000000000001
300,300,25.585,3.612,28.294,12.642,11.739,17.759,14.749,13.244,1.204,9.933,10.234,30.401,19.565,25.585,16.555,4.214,5.719,15.351,26.488,24.682000000000002,4.816
301,301,12.986,14.496,10.872,22.650000000000002,19.026,0.906,9.966000000000001,29.596,27.18,3.02,23.556,5.738,27.18,12.382,20.536,9.362,6.644,9.06,1.51,15.402000000000001,2.114
302,302,1.5150000000000001,20.301000000000002,19.998,26.664,1.212,11.817,11.514000000000001,8.181000000000001,27.876,2.727,13.635,8.484,4.848,22.119,16.059,18.786,0.909,3.636,26.058,10.302,18.483
303,303,1.216,10.64,21.888,16.72,8.816,27.056,27.664,26.144000000000002,18.544,27.664,24.32,2.736,5.168,24.32,0.912,1.824,3.648,2.736,7.296,3.344,24.016000000000002
304,304,18.605,21.96,14.64,23.18,28.365000000000002,25.62,3.355,24.095,14.945,26.84,6.71,12.505,12.200000000000001,19.825,13.42,9.76,9.76,9.15,25.01,26.535,13.725
305,305,27.54,26.928,20.502,10.098,8.262,20.502,1.53,18.666,12.24,18.972,5.814,11.628,10.404,13.158,17.136,18.972,29.988,13.158,4.59,2.142,11.016
306,306,22.104,27.016000000000002,8.903,3.0700000000000003,6.447,29.472,6.140000000000001,5.526,7.982,27.323,19.341,20.876,23.946,14.429,4.605,11.666,19.648,11.052,3.0700000000000003,17.499,29.472
307,307,8.624,3.08,15.4,0.308,12.32,9.856,14.476,29.26,14.476,26.796,16.632,22.176000000000002,12.012,24.948,2.156,23.408,2.464,4.312,29.568,17.248,5.852
308,308,20.394000000000002,7.7250000000000005,18.54,22.866,17.922,21.321,27.501,7.7250000000000005,8.034,21.321,18.54,21.012,14.832,26.574,17.613,14.214,30.900000000000002,0.618,22.248,25.956,8.961
309,309,26.35,22.01,2.79,28.21,8.06,16.740000000000002,5.2700000000000005,25.42,1.86,22.94,12.09,28.21,23.56,3.72,31.310000000000002,13.64,6.51,31.310000000000002,15.81,17.36,29.14
310,310,21.77,4.043,28.301000000000002,7.775,22.081,0.622,9.952,29.545,27.990000000000002,4.976,12.44,8.397,6.531,0.311,28.923000000000002,27.990000000000002,11.196,1.244,20.526,9.33,12.44
311,311,4.056,5.6160000000000005,31.2,0.312,16.848,9.048,6.864,31.2,9.672,28.080000000000002,18.096,1.56,7.8,26.52,16.536,14.976,7.176,11.232000000000001,11.544,15.912,25.896
312,312,2.504,5.008,21.284,12.52,1.8780000000000001,2.817,14.711,0.313,1.565,30.048000000000002,0.9390000000000001,18.467,13.459,12.52,9.077,17.841,25.04,24.101,15.963000000000001,5.321,25.666
313,313,27.004,8.164,30.144000000000002,30.458000000000002,12.246,17.27,0.628,11.304,18.84,28.574,23.236,22.608,9.734,17.27,1.256,15.386000000000001,7.5360000000000005,11.618,7.8500000000000005,6.908,22.922
314,314,14.49,21.105,1.575,13.545,14.49,7.875,17.64,11.97,18.27,2.205,26.145,4.7250000000000005,1.26,2.835,28.98,0.63,0.315,6.615,11.34,30.87,31.815
315,315,29.704,31.916,6.0040000000000004,18.96,29.072,14.852,4.424,17.696,1.8960000000000001,16.432,30.968,17.696,26.86,27.176000000000002,31.6,24.332,27.492,23.384,24.016000000000002,8.532,15.8
316,316,2.853,6.974,7.925,19.971,19.02,24.092,9.51,20.288,5.072,10.778,4.438,16.167,7.6080000000000005,26.628,26.311,28.53,9.51,29.798000000000002,8.876,19.337,15.533
317,317,22.26,0.636,27.666,7.314,17.490000000000002,19.398,31.8,3.8160000000000003,24.486,17.490000000000002,18.126,12.72,21.306,4.134,27.03,12.402000000000001,23.532,32.118,17.808,20.988,17.490000000000002
318,318,19.14,0.9570000000000001,28.71,20.735,23.925,28.391000000000002,22.330000000000002,31.900000000000002,8.613,11.803,11.803,19.459,21.054000000000002,11.803,12.76,25.201,18.821,1.9140000000000001,15.950000000000001,7.9750000000000005,3.8280000000000003
319,319,5.76,10.24,32.0,29.76,16.0,13.44,12.16,14.08,15.040000000000001,30.400000000000002,26.88,16.64,28.16,28.8,24.96,1.6,23.04,13.76,32.32,23.04,6.08
320,320,2.247,4.494,27.606,8.988,0.321,5.7780000000000005,15.087,15.408,6.42,14.766,31.137,27.285,11.877,7.383,1.926,29.853,8.346,20.223,8.988,6.7410000000000005,17.655
321,321,19.964000000000002,6.7620000000000005,4.83,31.878,9.66,28.014,26.726,18.676000000000002,20.93,16.1,20.286,27.692,23.506,16.422,19.32,19.642,13.202,9.66,11.592,5.474,3.864
322,322,11.951,26.486,22.287,17.442,5.168,27.132,16.15,5.814,26.486,28.747,6.1370000000000005,29.393,10.013,28.747,9.367,1.292,4.845,4.522,2.907,10.336,19.057000000000002
323,323,21.384,16.848,4.86,26.892,22.68,27.54,32.076,0.972,11.016,28.188,13.608,1.296,14.58,15.552,3.564,9.72,13.608,24.948,2.916,14.904,16.2
324,324,26.975,10.075000000000001,12.35,21.125,14.625,32.825,10.4,28.275000000000002,9.425,23.725,5.2,32.175,20.8,8.125,29.900000000000002,6.5,23.075,31.2,14.950000000000001,11.375,25.35
325,325,32.926,5.542,32.6,18.908,15.974,17.604,8.802,4.89,10.432,23.146,4.89,2.934,19.56,26.406,17.604,23.146,10.432,19.56,27.384,16.952,14.344
326,326,15.696,15.042,22.89,10.791,27.141000000000002,11.118,19.947,14.061,19.293,4.251,5.886,26.16,17.985,31.065,14.715,3.597,14.388,29.757,14.388,3.597,2.943
327,327,12.792,28.208000000000002,17.384,0.328,30.176000000000002,15.416,20.992,5.248,20.008,33.128,26.568,4.5920000000000005,3.2800000000000002,21.976,18.04,0.328,21.32,6.5600000000000005,32.472,0.984,19.68
328,328,29.939,26.32,12.831,3.29,11.515,5.593,2.961,16.45,24.675,26.649,26.649,26.32,31.255,29.939,21.385,5.593,22.701,5.593,21.714000000000002,18.753,12.502
329,329,0.99,19.8,8.25,3.96,14.52,0.99,7.59,29.37,30.03,10.89,9.9,14.19,30.69,1.98,33.0,9.24,15.51,16.5,21.12,20.13,32.34
330,330,2.979,20.191,23.501,22.839000000000002,19.86,10.923,7.613,0.662,28.797,25.487000000000002,7.944,18.536,21.184,6.289,7.613,22.177,28.135,9.268,3.972,21.846,27.473
331,331,12.948,6.308,10.292,12.616,27.888,33.2,27.888,3.984,21.248,19.588,12.284,29.216,5.976,1.6600000000000001,32.204,4.98,4.98,23.904,25.232,23.904,24.900000000000002
332,332,11.655,18.648,15.651,14.652000000000001,10.656,21.312,22.977,3.33,32.634,29.97,10.989,27.639,5.6610000000000005,27.972,18.315,20.979,11.322000000000001,16.65,13.32,4.995,1.332
333,333,12.692,10.354000000000001,27.054000000000002,11.356,5.678,12.358,18.37,1.336,6.68,26.052,19.038,5.344,22.712,21.376,32.398,18.036,18.036,4.676,18.036,33.066,22.044
334,334,9.045,33.835,11.39,33.165,12.73,18.09,33.165,21.105,31.490000000000002,15.075000000000001,1.0050000000000001,29.48,13.4,15.745000000000001,10.05,18.09,10.72,22.445,19.095,32.160000000000004,29.815
335,335,30.240000000000002,12.768,33.264,22.176000000000002,33.6,14.112,33.936,9.408,3.36,17.808,25.872,8.736,2.016,0.336,30.240000000000002,30.576,3.696,1.008,14.112,19.488,5.04
336,336,11.795,23.253,28.982,11.121,6.74,32.015,23.253,20.22,26.623,33.026,9.436,25.275000000000002,13.143,1.0110000000000001,16.513,8.088000000000001,24.264,12.132,24.601,26.96,20.894000000000002
337,337,27.04,20.618000000000002,2.366,17.576,25.012,28.392,18.252,0.676,14.872,11.492,25.012,20.28,13.858,19.942,19.942,18.252,27.378,19.266000000000002,24.336000000000002,30.758,7.774
338,338,5.085,2.712,1.356,30.51,4.0680000000000005,0.339,2.0340000000000003,33.561,29.832,32.544000000000004,23.052,25.086000000000002,17.628,23.052,29.832,30.51,4.0680000000000005,22.713,12.882,26.781,15.255
339,339,19.04,6.12,6.8,20.400000000000002,17.0,20.400000000000002,7.140000000000001,33.32,10.200000000000001,15.64,4.08,12.24,2.04,14.620000000000001,1.02,3.74,5.1000000000000005,19.04,31.62,34.0,6.46
340,340,23.529,23.87,13.64,29.326,5.797,25.575,23.529,7.502,23.529,33.418,9.207,17.732,8.184000000000001,19.437,14.663,24.893,14.663,11.253,5.456,16.027,2.0460000000000003
341,341,10.944,5.814,18.81,10.944,7.8660000000000005,28.728,4.446,7.182,20.178,0.684,4.446,20.862000000000002,28.728,17.442,2.736,19.152,7.8660000000000005,27.702,26.334,31.122,33.516
342,342,6.174,9.261000000000001,6.86,28.812,18.522000000000002,13.377,17.493000000000002,5.831,13.377,2.058,20.923000000000002,15.778,13.034,29.498,28.126,20.923000000000002,31.899,33.957,5.831,17.150000000000002,33.957
343,343,1.72,5.848,15.48,24.768,4.472,16.168,27.176000000000002,11.352,6.5360000000000005,32.68,5.16,20.984,1.72,8.944,4.128,8.6,8.256,17.888,33.368,27.176000000000002,3.096
344,344,7.245,22.080000000000002,21.39,22.77,19.32,2.7600000000000002,13.455,23.115000000000002,14.49,3.795,2.7600000000000002,31.05,5.865,33.81,31.05,11.73,2.415,20.355,33.81,1.3800000000000001,26.22
345,345,20.414,31.486,18.684,30.102,3.46,4.152,4.844,7.266,16.262,29.41,22.836000000000002,1.3840000000000001,18.338,33.562,14.186,2.422,27.334,6.574,10.034,19.376,23.182000000000002
346,346,0.6940000000000001,31.924,9.369,11.104000000000001,28.107,18.738,18.738,11.451,16.309,10.063,4.511,2.4290000000000003,4.164,11.798,26.719,5.899,28.107,19.779,2.7760000000000002,22.555,1.041
347,347,19.14,26.1,11.832,18.096,23.664,14.268,12.528,2.7840000000000003,9.744,30.972,7.308,19.836000000000002,8.004,5.5680000000000005,25.752,30.972,9.048,12.18,20.532,25.404,18.792
348,348,12.564,4.886,8.027000000000001,21.638,28.618000000000002,27.222,5.933,31.061,13.262,6.631,28.269000000000002,13.611,28.269000000000002,26.524,3.141,12.564,7.329,33.504,1.745,19.544,13.611
349,349,10.5,27.3,26.95,34.65,13.65,9.8,22.400000000000002,11.200000000000001,8.4,31.5,29.400000000000002,30.45,20.650000000000002,6.65,17.5,9.1,20.650000000000002,4.9,8.05,14.35,34.65
350,350,21.411,8.073,7.371,20.709,33.345,22.113,9.828,17.55,11.583,8.424,16.497,32.292,7.0200000000000005,8.424,20.358,30.186,32.292,13.689,7.722,31.59,24.57
351,351,12.672,11.616,18.304000000000002,14.784,11.616,21.472,33.44,11.968,35.2,23.584,29.568,11.616,23.232,13.024000000000001,27.104,2.464,0.352,6.688,28.16,11.264,19.712
352,352,20.827,28.240000000000002,3.177,22.592,14.473,5.648,30.711000000000002,19.062,15.885,34.947,21.886,9.884,2.118,23.651,34.594,34.241,29.299,9.178,10.59,29.299,34.947
353,353,7.434,30.444,7.08,12.744,8.142,9.912,29.028000000000002,21.594,5.664,2.124,24.78,7.434,29.028000000000002,30.444,25.842000000000002,25.842000000000002,21.948,2.832,7.788,16.638,35.4
354,354,2.485,3.1950000000000003,25.560000000000002,19.17,17.395,32.660000000000004,25.915,2.485,28.045,19.525000000000002,1.065,23.785,6.390000000000001,24.495,6.035,4.97,25.560000000000002,35.855000000000004,5.68,35.145,31.595000000000002
355,355,17.444,17.444,26.344,21.716,16.732,17.088,24.564,1.068,9.256,28.48,34.532000000000004,6.764,7.476,4.272,11.748000000000001,8.544,32.04,34.532000000000004,22.072,9.256,29.548000000000002
356,356,13.923,18.564,36.057,2.499,17.85,22.491,16.779,35.343,23.205000000000002,16.779,11.424,5.355,6.069,28.560000000000002,30.702,28.917,0.714,30.345,22.134,30.702,32.844
357,357,35.084,5.0120000000000005,30.788,9.666,3.58,1.074,25.776,10.024000000000001,22.196,14.32,25.776,29.714000000000002,8.592,18.616,2.864,2.148,29.356,7.16,35.442,16.468,29.356
358,358,17.232,35.9,5.385,35.182,27.643,22.976,19.027,26.207,5.744,17.591,6.821,29.438000000000002,12.924,11.847,17.95,24.771,20.822,11.488,29.438000000000002,7.18,24.053
359,359,4.32,5.04,17.64,20.16,32.04,17.28,0.36,14.040000000000001,27.0,9.0,17.28,33.480000000000004,2.88,36.0,28.44,19.44,1.44,5.4,2.88,20.88,8.28
360,360,14.801,29.241,34.295,1.805,3.249,1.444,19.855,14.44,17.689,23.465,15.523,13.718,11.191,6.859,9.747,27.797,31.407,32.129,23.465,29.241,2.527
361,361,23.53,26.064,3.62,34.39,28.598,31.494,9.412,23.892,36.2,23.53,24.616,27.512,35.114,4.706,9.774000000000001,35.838,2.896,3.62,14.842,13.756,22.444
362,362,34.848,34.122,16.335,31.218,15.609,4.719,33.033,25.773,35.937,14.883000000000001,21.054000000000002,3.63,26.136,3.63,1.089,8.712,26.499,26.136,2.178,8.349,15.246
363,363,21.112000000000002,2.912,21.112000000000002,9.1,29.484,34.58,8.372,4.0040000000000004,1.092,27.3,29.848,21.476,27.3,10.192,25.48,35.672000000000004,5.46,18.928,30.94,20.748,3.64
364,364,36.135,4.745,26.645,9.125,25.55,13.870000000000001,33.215,8.76,14.235,22.995,18.25,14.965,15.33,20.805,26.645,30.66,5.84,31.025000000000002,2.19,8.03,3.65
365,365,19.398,32.574,32.574,4.392,1.098,4.758,28.914,21.96,9.15,11.712,10.614,4.758,25.62,3.294,3.294,9.882,9.882,32.94,7.32,15.006,25.254
366,366,19.084,11.01,13.946,4.404,33.397,20.919,1.835,12.845,6.239,15.414,16.148,30.461000000000002,29.727,0.367,4.404,37.067,10.276,19.818,1.101,11.01,22.387
367,367,3.3120000000000003,9.568,21.344,22.816,35.696,34.224000000000004,5.5200000000000005,33.12,22.080000000000002,5.888,20.976,11.040000000000001,26.496000000000002,35.328,2.208,36.432,23.92,29.808,19.872,36.432,14.72
368,368,25.092,11.07,16.605,9.963000000000001,15.129,20.664,28.782,27.675,11.808,5.904,32.841,19.188,8.487,4.428,9.225,30.258,15.498000000000001,36.162,28.782,11.808,32.841
369,369,17.02,9.620000000000001,17.02,5.55,21.09,20.35,27.75,37.37,6.29,0.37,2.22,29.97,31.080000000000002,31.080000000000002,8.51,18.87,31.82,7.4,2.22,11.1,35.15
370,370,37.1,7.42,30.422,24.857,7.791,29.68,27.454,36.729,8.533,36.358000000000004,3.71,7.42,35.987,14.469,19.292,31.535,20.776,6.678,17.808,22.26,2.968
371,371,35.712,4.0920000000000005,31.992,23.808,15.252,26.412,30.504,17.856,12.648,25.296,36.084,13.764000000000001,3.72,31.62,18.6,8.928,13.02,11.16,36.828,7.0680000000000005,9.672
372,372,22.007,11.936,22.753,25.737000000000002,4.849,21.634,17.158,16.412,35.808,20.142,17.531,14.174,26.856,5.595,31.332,26.856,21.634,14.547,35.435,15.293000000000001,31.705000000000002
373,373,2.618,19.822,36.278,26.928,5.236,29.92,22.066,5.61,14.586,8.602,4.862,26.18,33.660000000000004,22.066,26.18,23.936,31.79,31.79,1.87,11.22,2.244
374,374,28.875,30.0,14.625,25.5,10.5,9.0,35.625,22.125,34.125,27.375,36.0,31.875,28.875,9.375,28.875,14.625,30.375,22.125,22.5,34.125,3.75
375,375,12.032,21.056,18.048000000000002,35.72,37.976,23.312,29.704,22.56,26.32,2.2560000000000002,32.336,12.784,24.44,4.136,29.704,13.16,14.664,18.048000000000002,12.408,34.968,29.704
376,376,31.291,4.524,3.77,30.914,18.85,7.917,19.227,4.524,30.16,16.211000000000002,10.933,1.131,33.553,16.588,10.556000000000001,1.508,11.31,22.62,10.179,9.425,30.537
377,377,33.642,35.910000000000004,31.374000000000002,26.46,35.532000000000004,32.13,22.68,36.666000000000004,5.67,14.364,18.522000000000002,5.67,16.254,3.7800000000000002,1.1340000000000001,9.072000000000001,23.814,14.742,20.79,31.752,34.02
378,378,1.895,7.2010000000000005,22.740000000000002,20.845,19.329,37.142,14.023,8.338000000000001,21.982,1.137,10.233,31.836000000000002,18.192,17.055,10.612,24.635,11.749,21.603,18.192,3.411,30.699
379,379,25.84,22.42,17.48,20.52,8.36,31.16,23.94,18.62,15.58,23.94,11.78,34.2,2.66,23.94,34.96,28.5,38.38,23.56,24.32,15.96,26.22
380,380,14.478,27.432000000000002,36.195,2.286,37.719,34.671,32.766,5.715,20.574,27.051000000000002,15.621,25.908,9.144,12.573,27.051000000000002,3.048,3.048,0.381,13.335,30.099,0.381
381,381,35.526,12.988,25.212,7.258,30.942,21.392,25.212,17.954,23.684,32.47,33.998,7.258,12.988,33.998,9.168000000000001,35.526,33.616,14.134,20.246,4.202,19.482
382,382,24.895,14.554,33.321,9.192,12.639000000000001,16.086000000000002,26.810000000000002,33.321,34.853,38.683,24.512,6.894,35.619,32.938,26.427,31.789,12.639000000000001,6.894,32.938,12.639000000000001,11.107000000000001
383,383,21.504,36.096000000000004,38.016,24.96,24.192,11.904,31.488,6.912,5.76,21.504,14.976,3.456,19.2,21.12,7.68,31.488,27.648,34.944,8.064,27.648,1.92
384,384,18.48,38.5,23.87,5.005,18.095,8.855,26.18,5.775,23.87,2.695,23.1,5.775,20.405,21.945,30.8,29.645,34.65,22.715,30.8,20.405,22.715
385,385,4.632,16.984,25.09,24.318,27.406,32.038000000000004,19.3,36.67,16.212,23.546,6.948,28.95,24.704,24.318,13.896,8.878,21.23,13.124,29.722,27.792,22.388
386,386,24.381,0.387,14.319,29.799,14.319,25.542,18.576,31.734,19.737000000000002,8.127,30.96,37.152,18.189,13.932,35.991,16.641000000000002,15.48,28.638,10.062,5.418,4.257
387,387,11.252,31.816,5.0440000000000005,33.756,0.776,15.908,16.684,33.368,9.700000000000001,21.34,1.164,21.728,33.368,0.776,3.88,29.488,20.176000000000002,39.188,23.28,15.132,30.652
388,388,24.896,12.448,4.279,37.733000000000004,29.175,30.731,30.731,19.839000000000002,13.226,16.338,37.344,9.336,29.564,8.947000000000001,37.344,16.338,3.112,39.289,12.448,26.452,38.9
389,389,35.49,19.5,23.79,11.31,17.16,20.28,37.44,31.59,1.56,8.19,5.07,15.99,5.46,6.63,5.8500000000000005,14.82,0.78,17.94,24.96,17.94,29.64
390,390,38.318,37.536,19.159,12.121,18.768,6.647,22.678,8.993,15.64,1.173,25.024,18.377,7.038,25.806,25.024,21.505,5.083,21.505,12.121,12.512,14.076
391,391,25.088,28.616,34.104,30.576,39.592,4.312,13.72,35.28,24.696,19.992,9.016,1.176,0.784,38.416000000000004,26.656,11.76,19.992,33.712,2.352,10.976,7.448
392,392,31.833000000000002,0.393,30.261,36.942,17.685,36.549,14.934000000000001,12.576,16.899,4.716,31.833000000000002,20.436,6.681,10.611,4.323,35.37,9.039,3.93,22.008,36.942,3.144
393,393,37.824,37.036,16.548000000000002,37.824,13.790000000000001,28.368000000000002,37.824,14.972,38.218,29.55,16.942,31.52,39.006,0.788,20.094,0.788,0.788,31.914,5.516,9.456,19.306
394,394,35.155,10.27,5.53,9.085,4.74,16.195,7.9,3.95,38.71,27.650000000000002,11.455,38.71,31.6,15.8,11.06,29.625,18.565,28.045,39.5,18.17,9.48
395,395,3.168,2.7720000000000002,19.8,0.396,23.76,1.584,33.660000000000004,37.224000000000004,5.94,30.888,32.076,27.324,7.92,0.792,26.136,0.792,39.996,28.116,7.524,30.888,6.732
396,396,30.966,1.191,25.805,39.303,23.423000000000002,1.985,19.85,8.734,19.453,22.629,40.097,21.835,26.202,12.704,28.187,24.217,31.363,8.734,40.097,32.554,1.985
397,397,9.552,16.716,11.144,13.134,8.756,14.328000000000001,27.462,0.398,9.552,1.194,16.716,8.358,14.328000000000001,21.094,5.572,33.034,30.248,7.164000000000001,6.766,4.776,34.228
398,398,33.117,20.349,36.309,24.339000000000002,21.945,12.768,19.152,3.192,9.177,6.783,12.768,11.97,23.541,37.506,2.793,31.122,17.955000000000002,7.98,12.369,28.329,32.718
399,399,27.2,22.400000000000002,28.400000000000002,14.8,40.4,8.4,24.8,4.4,34.0,36.4,20.400000000000002,8.8,23.6,0.4,22.0,22.0,28.400000000000002,10.4,35.2,29.2,26.400000000000002
400,400,4.01,18.045,11.629,24.461000000000002,6.817,17.243000000000002,34.085,36.892,8.421,5.614,34.486000000000004,35.689,33.684,32.481,33.283,18.045,4.01,8.02,24.862000000000002,7.619,16.04
401,401,21.708000000000002,14.07,26.934,2.412,13.266,9.246,37.788000000000004,19.296,16.482,34.974000000000004,14.472,16.884,21.306,32.562,19.698,15.276,37.386,40.2,27.738,2.814,1.608
402,402,12.493,9.672,33.449,14.105,9.672,31.837,40.300000000000004,35.867,33.449,16.12,22.165,4.836,0.806,13.702,34.658,40.300000000000004,35.464,7.657,36.673,21.762,17.329
403,403,23.836000000000002,12.120000000000001,38.784,28.28,21.412,6.0600000000000005,23.836000000000002,3.232,31.108,38.784,25.452,32.724000000000004,32.32,13.736,28.684,8.888,13.332,38.38,39.996,25.856,40.4
404,404,1.62,37.665,2.835,27.135,1.62,38.475,6.48,36.045,30.78,21.06,4.05,22.275000000000002,31.995,18.63,26.73,8.91,32.805,18.63,39.69,10.935,34.425000000000004
405,405,17.864,37.352000000000004,17.458000000000002,15.834,16.240000000000002,25.172,8.120000000000001,41.006,35.728,11.368,19.488,19.488,23.142,10.556000000000001,29.232,22.736,17.864,29.232,32.886,38.57,30.45
406,406,30.118000000000002,18.722,9.361,6.9190000000000005,9.768,4.884,8.954,32.56,26.048000000000002,29.711000000000002,5.291,32.967,25.234,22.792,8.14,2.442,24.827,14.652000000000001,28.490000000000002,10.582,40.7
407,407,21.624,29.784,6.5280000000000005,26.112000000000002,28.560000000000002,37.128,1.224,39.576,0.40800000000000003,30.192,6.936,17.544,15.096,16.32,0.8160000000000001,31.416,18.768,17.952,4.896,22.032,35.088
408,408,0.8180000000000001,5.317,34.356,16.769000000000002,4.09,30.266000000000002,1.227,10.634,39.673,25.358,12.27,32.311,18.814,9.816,41.309,34.765,17.996,40.9,29.448,19.223,11.043000000000001
409,409,13.120000000000001,31.98,23.78,22.96,9.02,8.61,33.62,15.58,1.6400000000000001,7.38,14.76,23.37,22.96,7.38,21.32,10.66,15.58,38.13,2.46,0.41000000000000003,22.55
